ssim,psnr
0.9703167409617974,38.77888395419157
0.9644488132998216,36.92283727293864
0.9685233591033573,37.442845627506046
0.9404921001079871,33.786421123084786
0.9539726648409265,35.26509601148584
0.946770481511376,34.638440787131444
0.9611027157035933,36.2597142163571
0.9552535489096882,35.6932830864936
0.9268882708968323,33.01230695965559
0.9342003686995726,32.90348043022973
0.9493161992144186,34.47587029813609
0.9475955530235001,34.806947388324105
0.9415251677587774,33.61631262495834
0.9542217849442902,34.66039862281012
0.9199152561216039,31.62739611075461
0.9440149892803288,34.514276351677864
0.9396504150886696,33.478170013021774
0.9599639540702238,35.95586376152053
0.9525116494844944,35.51747174930222
0.9485495680112215,34.61229997361499
0.9368399067862038,33.73762145850176
0.9624113269357332,36.31883964511295
0.9541279392724537,35.76596810338909
0.9489576975891328,34.795548735055725
0.965225543544741,37.37202918072823
0.9281653088509919,32.844531832354036
0.9530454214869214,35.71725180280756
0.9515188901584738,35.85428494337563
0.9685699329687523,37.72060493223046
0.9595199237913048,36.84877256759583
0.9529286918181743,36.00989750424508
0.9455569548634843,35.263878960655575
0.9727164049290803,39.143476795593266
0.9666815490901688,37.99491065983827
0.9536104901272331,35.80882273463207
0.9628153999890892,37.01194144354481
0.9434356393630022,35.013415046729676
0.9667062616921853,38.34716868304166
0.9534282252173981,35.8874323041967
0.9658677599548128,37.299359222273324
0.9534392264548956,35.748698508169426
0.9415588675995217,33.950627490858565
0.9343258346016541,33.42248781256796
0.9661387612537389,37.8373004881969
0.956422060002367,36.22986651673547
0.9490750502095525,34.589594404342634
0.9607280252516186,35.963740554727885
0.9332981210232882,33.01782949933459
0.9518374545572622,35.449443986521054
0.9451374775469144,34.20808531722966
0.9582928229412903,35.92240554130801
0.9469557869337378,34.92167247302406
0.938529413395167,33.63498546354973
0.9270897448280184,33.241009172650976
0.9533963107340655,35.27634646075579
0.937383912784419,33.28712755928737
0.929623018179745,31.29870173861719
0.9433464941914698,32.51550324520118
0.9321775566220218,32.041946971480456
0.9145213068027032,30.832873876748224
0.9376731775940771,33.39509867643515
0.9614987724165701,36.75457743935968
0.95717392175121,36.89131512685275
0.952115499858649,35.82136010963532
0.9383617165282039,34.660218068433906
0.9634560843285804,37.595922162375565
0.9442551768934943,35.38069138590683
0.9435065645379591,34.27734183263594
0.9642484519753001,37.49037230802924
0.9561630713832489,37.08346379101446
0.9324976367691168,34.206598674555785
0.9504128856628693,35.938183537796355
0.9640204018547562,37.85059454900461
0.9516483366796916,36.35910750608176
0.950835105839945,35.920493998726904
0.9325847448630241,34.058759072672544
0.9608493984875639,37.04211494547132
0.9451152339174227,35.64283281797904
0.9405451309572723,34.636373232287404
0.9649561915389154,38.14953097418738
0.961840469940737,38.117373631989146
0.929102362579676,34.21900974650689
0.9408448736836381,35.07433329775716
0.9567891130157282,36.622704883385296
0.9508233769414383,36.34189373096048
0.955576119304853,37.066275510291604
0.937118621753457,35.218087246421355
0.955519803363561,36.52489799747999
0.9423170488903154,34.711093410112426
0.9203648281141987,32.43788939921516
0.9486025088678299,34.93878385001239
0.9494605527650223,36.003005286740574
0.9302607802146343,34.02566821518057
0.9447348213951253,35.52613801734079
0.9567199118693412,36.5971138786294
0.9393524322551535,34.73108089910171
0.933885202631853,34.0474558129035
0.9533833282064053,36.109382488589084
0.9207816423619918,33.42414434545938
0.9369635154394967,34.63126131751754
0.9353653595399246,34.193581878214296
0.9498173750257709,35.209658704447754
0.9401032569058456,34.92360811627981
0.9148356877429791,32.683212487873156
0.9233546645114912,32.35651774508869
0.9418230837687653,33.82249461123623
0.929594145343717,33.241943741401634
0.9246548723232928,32.98070554864616
0.9434314701459714,34.29112390616403
0.9081286321455293,31.815724264892218
0.9327353005780615,33.640757641190454
0.9333040773964554,33.46899478212722
0.9535417983883842,35.87326515149307
0.9391499525928408,34.262137019428714
0.9145839158382909,32.51223389881988
0.928027404516742,33.15689083080598
0.9433338564143586,34.091731411934695
0.9207233637228334,32.158080238090605
0.9287011255674472,33.23761653541662
0.9486000387934712,34.9895372699158
0.9155202095442332,32.45178439136306
0.9445253888877938,35.15746495188063
0.9275113745167363,33.549089822129034
0.9447821503290011,34.35452128518542
0.9358250086198736,34.28809900516831
0.9151164495872228,32.58683853582613
0.939359859072521,34.90057678092584
0.9577187120968631,36.5678698689366
0.9476075916886194,35.71142903658472
0.9403880947860596,35.21039353366591
0.9460144709234065,34.65327676565322
0.9076705409634142,31.51048903812855
0.9390602217443125,34.896193697349275
0.9335848111810997,34.21463425603126
0.9492161319072707,34.43959568907403
0.9431159554808224,35.045113937745896
0.9487255795684989,36.15152121015905
0.9310299427032466,34.45363921472213
0.9587283387720101,37.0084690068801
0.936019345581673,34.88104926128399
0.9340209943255989,34.308378820311304
0.9474009650622971,35.226487473386996
0.9088253155495605,32.2941028968079
0.9261514015614198,33.31218466618088
0.923956885862811,33.1528138929148
0.9443858355368878,34.87725128663315
0.9299066499431575,33.55793502524496
0.9316365440719788,33.86965014512892
0.8799490291543542,29.105412175173324
0.9282701607614783,31.02314702886747
0.9138654330837371,30.302632665815565
0.9181482336502835,30.838293158465508
0.9437569041875512,33.149971415347345
0.9123971922259446,31.482395596570502
0.9451325508002842,34.998690300425764
0.9364207775352535,34.12523308293923
0.9519967754704319,34.99978288262771
0.939666766059134,34.169716383931366
0.9368177256052601,34.090690509524336
0.9093947405338378,31.770876861508555
0.9511531972353989,35.24106455118601
0.9411101940589546,34.48271211439015
0.9334907313811632,33.72814431106774
0.9532682141416892,34.980826460586314
0.9181952819658785,32.352937798323595
0.9416283875823985,34.513627773154234
0.9352089679643509,34.04539773703757
0.9505345482951837,35.190969321319564
0.9214950596542136,32.65006607209645
0.9163327467658886,31.87341974790282
0.9039241717107899,31.408086545234948
0.9486785096934593,34.833739918788346
0.9365250150698349,34.20120078551185
0.9406545042937486,34.707013338264176
0.9563787579092715,36.00215344986669
0.9427313701515718,34.736198261193756
0.9112159459185053,31.960451503715387
0.9257498119752865,33.03696470111834
0.94321552836049,34.111596161656486
0.9242774806039346,32.99759512093648
0.9201388755801172,32.44397370443931
0.8702033702366821,28.749457389230297
0.9141288165457242,30.791160070815316
0.8712406524010247,27.91116117298102
0.8946404975438136,29.503037236200193
0.913375611236334,30.038659082769932
0.8843399918672358,28.68377961458622
0.8553023160116955,27.50204783042102
0.8942154939794916,29.57766207096553
0.9090367207117799,29.880477026806833
0.8860872739853042,29.209888804346782
0.8928475562654733,29.324139929620966
